CD_SETOR,CD_QUADRA,CD_FACE,NM_TIP_LOG,NM_TIT_LOG,NM_LOG,TOT_RES,TOT_GERAL
"352940105000629","002","003",RUA,,MANOEL EVANILDO ALVES,"6","6"
"352940105000629","002","005",RUA,,MANOEL EVANILDO ALVES,"3","3"
"352940105000629","002","006",RUA,,JOSE BONASSA,"2","2"
"352940105000629","002","007",AVENIDA,DONA,BENEDITA FRANCO DA VEIGA,"7","7"
"352940105000629","002","008",RUA,,0LAVO BRAS MOREIRA,"12","12"
"352940105000629","002","010",RUA,,0LAVO BRAS MOREIRA,"16","18"
"352940105000629","002","012",VIELA,,SEM DENOMINACAO,"0","0"
"352940105000629","003","005",AVENIDA,DONA,BENEDITA FRANCO DA VEIGA,"35","38"
"352940105000629","003","006",RUA,DONA,PAULINA DIAS DE JESUS,"53","54"
"352940105000629","003","007",VIELA,,SEM DENOMINACAO,"0","0"
"352940105000630","001","001",RUA,DONA,PAULINA DIAS DE JESUS,"93","96"
"352940105000630","001","002",RUA,,DOS MANANCIAIS,"6","6"
"352940105000630","001","003",RUA,,SEBASTIAO FERREIRA DOS ANJOS,"11","11"
"352940105000630","001","004",RUA,,DEISE,"22","26"
"352940105000630","003","011",CAMINHO,,SEM DENOMINACAO,"0","0"
"352940105000630","003","012",RUA,DONA,PAULINA DIAS DE JESUS,"15","15"
"352940105000630","003","013",RUA,,CURIO,"17","17"
"352940105000630","003","014",RUA,,CURIO,"10","11"
"352940105000630","003","015",RUA,DONA,PAULINA DIAS DE JESUS,"0","0"
"352940105000631",,,,,,,
"352940105000631",,,,,,,
"352940105000631",,,,,,,
"352940105000631",,,,,,,
"352940105000631","001","001",AVENIDA,BARAO,DE MAUA,"3","6"
"352940105000631","001","002",RUA,,JOAO FERREIRA,"25","25"
"352940105000631","001","003",RUA,,JOAO FERREIRA,"22","22"
"352940105000631","001","004",AVENIDA,BARAO,DE MAUA,"14","22"
"352940105000631","001","005",AVENIDA,,DO PILAR VELHO,"0","2"
"352940105000631","001","006",RUA,,RAIMUNDO MONTANARI,"8","9"
"352940105000631","001","007",RUA,,ISABEL RODRIGUES FERNANDES,"27","29"
"352940105000631","001","008",RUA,,ORCINO MONTESANTO,"3","3"
"352940105000631","001","009",RUA,,ABENI RIBEIRO,"3","3"
"352940105000631","001","010",RUA,,ABENI RIBEIRO,"6","6"
"352940105000631","001","011",RUA,,ABENI RIBEIRO,"4","4"
"352940105000631","001","012",RUA,,ORCINO MONTESANTO,"5","5"
"352940105000631","001","013",RUA,,ANTONIO FRANCINE,"18","19"
"352940105000631","002","001",AVENIDA,BARAO,DE MAUA,"0","0"
"352940105000631","002","002",RUA,,ROSELI FERREIRA,"0","1"
"352940105000631","002","003",AVENIDA,,KUWAHARA,"12","15"
"352940105000631","002","004",AVENIDA,,DO PILAR VELHO,"1","4"
"352940105000631","003","001",AVENIDA,,KUWAHARA,"8","8"
"352940105000631","003","002",CAMINHO,,SEM DENOMINACAO,"0","0"
"352940105000631","003","003",RUA,,ISABEL RODRIGUES FERNANDES,"3","3"
"352940105000631","003","004",RUA,,PAULO DE BRITO,"15","15"
"352940105000631","003","005",RUA,,PAULO DE BRITO,"21","21"
"352940105000631","003","006",RUA,,ISABEL RODRIGUES FERNANDES,"14","16"
"352940105000631","003","007",RUA,,RAIMUNDO MONTANARI,"3","9"
"352940105000631","003","008",AVENIDA,,DO PILAR VELHO,"1","5"
"352940105000631","004","001",RUA,,CASSIA IMPERIAL,"0","0"
"352940105000631","004","002",CAMINHO,,SEM DENOMINACAO,"0","0"
"352940105000631","011","001",AVENIDA,,ROSELI FERREIRA,"0","0"
"352940105000632",,,,,,,
"352940105000632",,,,,,,
"352940105000632","001","001",RUA,,CINCINATO BRAGA,"7","7"
"352940105000632","001","003",RUA,,TALISMA,"6","7"
"352940105000632","001","004",PASSAGEM,,SEM NOME,"1","1"
"352940105000632","003","001",RUA,,ROSAS DO CAMPO,"0","0"
"352940105000632","003","002",RUA,,COMUM 1,"0","0"
"352940105000632","003","003",VIELA,,SEM DENOMINACAO,"0","0"
"352940105000632","008","005",RUA,,FLOR DE ROMA,"15","16"
"352940105000632","008","006",RUA,,CINCINATO BRAGA,"0","0"
"352940105000632","008","007",RUA,,IPE ROSA,"6","6"
"352940105000632","009","004",RUA,,IPE ROSA,"6","6"
"352940105000632","009","005",RUA,,CINCINATO BRAGA,"0","0"
"352940105000632","009","006",RUA,,CASSIA IMPERIAL,"6","6"
"352940105000632","010","001",RUA,,CINCINATO BRAGA,"49","51"
"352940105000632","010","002",RUA,,PEROLA,"5","6"
"352940105000632","010","003",RUA,,ISABEL RODRIGUES FERNANDES,"27","29"
"352940105000632","010","004",PASSAGEM,,SEM NOME,"4","5"
"352940105000632","014","001",RUA,,CINCINATO BRAGA,"0","0"
"352940105000632","015","006",RUA,,CINCINATO BRAGA,"0","0"
"352940105000632","015","007",RUA,,FLOR DE ROMA,"0","0"
"352940105000632","018","001",PASSAGEM,,SEM NOME,"0","0"
"352940105000632","018","002",RUA,,ISABEL RODRIGUES FERNANDES,"0","0"
"352940105000632","018","003",RUA,,GIRASSOL DOURADO,"0","0"
"352940105000632","019","001",RUA,,ROSAS DO CAMPO,"0","0"
"352940105000632","019","002",RUA,,ARVORE BRANCA,"0","0"
"352940105000632","019","003",RUA,,CINCINATO BRAGA,"0","0"
"352940105000632","019","004",RUA,,GIRASSOL DOURADO,"0","0"
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000633",,,,,,,
"352940105000634","001","002",RUA,,ERNESTO PERETI,"13","14"
"352940105000634","001","003",ESTRADA,,DO REGALADO,"75","84"
"352940105000635","001","001",ESTRADA,,ADUTORA RIO CLARO,"37","45"
"352940105000635","001","004",RUA,,CEDRO,"20","22"
"352940105000635","001","005",RUA,,PAU BRASIL,"4","5"
"352940105000635","001","006",RUA,,PINHO,"10","10"
"352940105000635","001","007",RUA,,PINHO,"13","14"
"352940105000635","001","008",RUA,,PAU BRASIL,"9","10"
"352940105000635","001","009",RUA,,JACARANDA,"17","18"
"352940105000635","001","012",VIELA,,SEM DENOMINACAO,"0","0"
"352940105000635","001","013",RUA,,JACARANDA,"33","35"
"352940105000635","001","014",VIELA,,MARIANO DE SOUZA,"0","0"
"352940105000636","001","001",ESTRADA,,MAUA E ADUTORA RIO CLARO,"0","0"
"352940105000636","001","002",AVENIDA,,WASHINGTON LUIS,"31","47"
"352940105000636","001","003",RUA,,DA PATRIA,"48","53"
"352940105000636","001","004",RUA,,CEDRO,"28","34"
"352940105000636","001","005",RUA,,PINHO,"27","27"
"352940105000636","001","006",RUA,,PINHO,"38","39"
"352940105000636","001","007",RUA,,JACARANDA,"35","35"
"352940105000636","001","008",RUA,,JACARANDA,"40","41"
"352940105000636","001","009",VIELA,,SEM DENOMINACAO,"5","5"
"352940105000637","001","013",RUA,,ISABEL LIMA DE SOUZA,"16","16"
"352940105000637","001","014",RUA,,ISABEL LIMA DE SOUZA,"12","12"
"352940105000637","001","015",RUA,,JOSE RAIMUNDO DE SOUZA,"2","2"
"352940105000637","001","016",RUA,,JOSE MARTINHO DE SOUZA,"22","22"
"352940105000637","001","017",RUA,,JOSE MARTINHO DE SOUZA,"15","15"
"352940105000637","001","018",RUA,,JOSE RAIMUNDO DE SOUZA,"15","16"
"352940105000637","001","019",RUA,,ANTONIO BRAZ BARBOSA,"32","32"
"352940105000637","003","001",RUA,,JOSE RAIMUNDO DE SOUZA,"0","0"
"352940105000637","003","002",RUA,,MIGUEL VICENTE FERREIRA,"0","0"
"352940105000637","004","001",RUA,,MIGUEL VICENTE FERREIRA,"1","1"
"352940105000637","004","002",RUA,,JOSE RAIMUNDO DE SOUZA,"18","18"
"352940105000639","001","001",RUA,,LEOCADIO PEREIRA,"33","33"
"352940105000639","001","002",RUA,COMPOSITOR,VALDIR AZEVEDO,"10","11"
"352940105000639","001","003",RUA,,SERAFIM PUCCI,"30","31"
"352940105000639","001","004",RUA,,SERAFIM PUCCI,"17","19"
"352940105000639","001","005",RUA,,SAMUEL WAINER,"16","17"
"352940105000639","001","006",RUA,DOUTOR,VICENTE DE CARVALHO BRUNO,"12","13"
"352940105000639","002","001",RUA,,SERAFIM PUCCI,"29","30"
"352940105000639","002","002",RUA,,SILVIO FRACARI,"9","11"
"352940105000639","002","003",RUA,,SAMUEL WAINER,"20","22"
"352940105000639","002","004",RUA,,SERAFIM PUCCI,"4","5"
"352940105000640","001","006",RUA,DOUTOR,VICENTE DE CARVALHO BRUNO,"54","60"
"352940105000640","001","007",RUA,,SAMUEL WAINER,"103","106"
"352940105000640","001","008",RUA,,CAIENA,"0","0"
"352940105000641","001","001",AVENIDA,,MANSUR JOSE SADEK,"26","29"
"352940105000641","001","002",RUA,,JOAO BATISTA DOS SANTOS JUNIOR,"28","30"
"352940105000641","001","003",VIELA,,MARCOS ZAMBON,"0","0"
"352940105000641","002","001",VIELA,,SEM DENOMINACAO,"0","0"
"352940105000641","002","002",AVENIDA,,MANSUR JOSE SADEK,"14","17"
"352940105000641","002","003",VIELA,,DA MANSUR,"2","2"
"352940105000641","002","004",VIELA,,SEM DENOMINACAO,"0","0"
"352940105000641","003","001",VIELA,,DA MANSUR,"7","7"
"352940105000641","003","002",AVENIDA,,MANSUR JOSE SADEK,"14","14"
"352940105000641","003","003",VIELA,,MARCOS ZAMBON,"4","4"
"352940105000641","003","004",VIELA,,SEM DENOMINACAO,"0","0"
"352940105000641","004","001",VIELA,,MARCOS ZAMBON,"0","0"
"352940105000641","004","002",RUA,,JOAO BATISTA DOS SANTOS JUNIOR,"31","31"
"352940105000641","004","003",AVENIDA,,ZAIRA MANSUR SADEK,"21","21"
"352940105000641","004","004",VIELA,,SEM DENOMINACAO,"0","0"
"352940105000641","004","005",VIELA,,SEM DENOMINACAO,"0","0"
"352940105000642","005","001",VIELA,,SEM DENOMINACAO,"2","2"
"352940105000642","005","002",AVENIDA,,ZAIRA MANSUR SADEK,"39","40"
"352940105000642","005","003",VIELA,,MANOEL FERREIRA GOMES,"1","1"
"352940105000642","005","004",RUA,,JOAO BATISTA DOS SANTOS JUNIOR,"21","24"
"352940105000642","006","001",VIELA,,MANOEL FERREIRA GOMES,"0","0"
"352940105000642","006","002",AVENIDA,,ZAIRA MANSUR SADEK,"11","11"
"352940105000642","006","003",RUA,,JOAO BATISTA DOS SANTOS JUNIOR,"9","9"
"352940105000643","001","001",AVENIDA,,MANSUR JOSE SADEK,"14","14"
"352940105000643","001","002",AVENIDA,,MANSUR JOSE SADEK,"38","40"
"352940105000643","001","003",VIELA,,SEM DENOMINACAO,"3","3"
"352940105000643","001","004",AVENIDA,,ZAIRA MANSUR SADEK,"29","32"
"352940105000643","001","005",AVENIDA,,CLAUDIO SAVIETTO,"17","20"
"352940105000645","001","002",RUA,,AVAI,"8","10"
"352940105000645","001","003",VIELA,,AVAI,"9","14"
"352940105000645","001","004",RUA,,DA AMIZADE,"37","40"
"352940105000645","003","001",ESTRADA,,ADUTORA RIO CLARO,"10","10"
"352940105000645","003","002",RUA,,DA AMIZADE,"7","7"
"352940105000645","003","003",VIELA,,AVAI,"0","0"
"352940105000645","003","004",RUA,,AVAI,"3","4"
"352940105000646",,,,,,,
"352940105000646",,,,,,,
"352940105000646",,,,,,,
"352940105000646",,,,,,,
"352940105000646",,,,,,,
"352940105000646",,,,,,,
"352940105000646",,,,,,,
"352940105000646",,,,,,,
"352940105000646",,,,,,,
"352940105000646",,,,,,,
"352940105000646",,,,,,,
"352940105000646",,,,,,,
"352940105000646",,,,,,,
"352940105000646",,,,,,,
"352940105000646",,,,,,,
"352940105000646",,,,,,,
"352940105000647",,,,,,,
"352940105000647","001","001",RUA,,PONTA GROSSA,"0","0"
"352940105000647","001","002",RUA,,PONTA GROSSA,"0","0"
"352940105000647","001","003",RUA,,ANDIRA,"113","124"
"352940105000647","001","004",CAMINHO,,SEM DENOMINACAO 5,"0","0"
"352940105000647","001","005",CAMINHO,,SEM DENOMINACAO 3,"0","0"
"352940105000647","001","006",CAMINHO,,SEM DENOMINACAO 3,"0","0"
"352940105000647","001","007",CAMINHO,,SEM DENOMINACAO 6,"0","0"
"352940105000647","001","008",CAMINHO,,SEM DENOMINACAO 6,"0","0"
"352940105000647","001","009",CAMINHO,,SEM DENOMINACAO 3,"0","0"
"352940105000647","001","010",CAMINHO,,SEM DENOMINACAO 4,"0","0"
"352940105000647","001","011",CAMINHO,,SEM DENOMINACAO 4,"0","0"
"352940105000647","001","012",CAMINHO,,SEM DENOMINACAO 4,"0","0"
"352940105000647","001","013",CAMINHO,,SEM DENOMINACAO 3,"0","0"
"352940105000647","001","014",CAMINHO,,SEM DENOMINACAO 2,"0","0"
"352940105000647","001","015",CAMINHO,,SEM DENOMINACAO 8,"0","0"
"352940105000647","001","016",CAMINHO,,SEM DENOMINACAO 8,"0","0"
"352940105000647","001","017",CAMINHO,,SEM DENOMINACAO 2,"0","0"
"352940105000647","001","018",CAMINHO,,SEM DENOMINACAO 1,"0","0"
"352940105000647","001","019",CAMINHO,,SEM DENOMINACAO 7,"0","0"
"352940105000647","001","020",CAMINHO,,SEM DENOMINACAO 7,"0","0"
"352940105000647","001","021",AVENIDA,,OSCAR NIEMEYER,"0","0"
"352940105000647","002","001",CAMINHO,,SEM DENOMINACAO 5,"0","0"
"352940105000647","002","002",VIELA,,FRANCISCO HOSANO DA ROCHA,"0","0"
"352940105000647","002","003",CAMINHO,,SEM DENOMINACAO 1,"0","0"
"352940105000647","002","004",CAMINHO,,SEM DENOMINACAO 2,"0","0"
"352940105000647","002","005",CAMINHO,,SEM DENOMINACAO 3,"0","0"
"352940105000647","003","001",CAMINHO,,SEM DENOMINACAO 4,"0","0"
"352940105000647","003","002",CAMINHO,,SEM DENOMINACAO 3,"0","0"
"352940105000648","001","001",CAMINHO,,SEM DENOMINACAO 1,"0","0"
"352940105000648","001","002",RUA,,AMAZONIA,"0","0"
"352940105000648","001","003",RUA,,PERNAMBUCO,"0","0"
"352940105000648","003","001",RUA,,ANGELIM MILANESI,"45","51"
"352940105000648","003","002",RUA,,RUBENS NUNES CAMPOS,"7","7"
"352940105000648","003","003",RUA,,RUBENS NUNES CAMPOS,"16","16"
"352940105000648","003","004",RUA,,ANGELIM MILANESI,"14","14"
"352940105000648","003","008",RUA,,PERNAMBUCO,"74","76"
"352940105000648","003","009",VIELA,,SEM DENOMINACAO,"0","0"
"352940105000648","005","001",RUA,,AMAZONIA,"50","52"
"352940105000648","005","002",VIELA,,"1","0","0"
"352940105000648","005","003",RUA,,PERNAMBUCO,"46","49"
"352940105000649",,,,,,,
"352940105000649","001","001",RUA,,ADOLFO LEARDINI,"14","24"
"352940105000649","001","002",RUA,,JOAO LEITE DA FONSECA,"13","13"
"352940105000649","001","003",RUA,,JOAO LEITE DA FONSECA,"13","13"
"352940105000649","001","004",RUA,,ADOLFO LEARDINI,"17","17"
"352940105000649","001","005",RUA,,ANGELIM MILANEZ,"2","2"
"352940105000649","001","007",RUA,,RUBENS NUNES CAMPOS,"7","8"
"352940105000649","002","001",RUA,,AMARO CORREA,"0","0"
"352940105000649","002","002",CAMINHO,,SEM DENOMINACAO 2,"0","0"
"352940105000649","002","003",CAMINHO,,SEM DENOMINACAO 3,"0","0"
"352940105000649","002","004",RUA,,PERNAMBUCO,"0","1"
"352940105000649","002","005",RUA,,ANGELIM MILANEZ,"0","0"
"352940105000649","003","001",VIELA,,SEM DENOMINACAO 1,"0","0"
"352940105000649","003","002",CAMINHO,,SEM DENOMINACAO 1,"0","0"
"352940105000649","003","003",CAMINHO,,SEM DENOMINACAO 1,"0","0"
"352940105000649","003","004",CAMINHO,,SEM DENOMINACAO 2,"0","0"
"352940105000649","003","005",RUA,,AMARO CORREA,"13","14"
"352940105000649","003","006",RUA,,JOSE SCUDEIRO,"37","37"
"352940105000649","003","007",VIELA,,SEM DENOMINACAO 2,"0","0"
"352940105000649","003","008",VIELA,,SEM DENOMINACAO 2,"0","0"
"352940105000649","003","009",RUA,,JOSE SCUDEIRO,"0","0"
"352940105000649","003","010",RUA,,PARANA,"19","19"
"352940105000649","003","011",RUA,,PERNAMBUCO,"0","0"
"352940105000649","003","012",CAMINHO,,SEM DENOMINACAO 1,"0","0"
"352940105000649","003","013",VIELA,,SEM DENOMINACAO 1,"0","0"
"352940105000649","004","001",RUA,,PERNAMBUCO,"10","10"
"352940105000649","004","002",RUA,,PARANA,"3","3"
"352940105000649","004","003",RUA,,TOCANTINS,"9","9"
"352940105000649","005","001",RUA,,TOCANTINS,"10","11"
"352940105000649","005","002",RUA,,PARANA,"6","6"
"352940105000649","005","003",RUA,,BAHIA,"18","19"
"352940105000649","005","004",RUA,,PERNAMBUCO,"7","7"
"352940105000649","006","001",CAMINHO,,SEM DENOMINACAO 1,"0","0"
"352940105000649","006","003",RUA,,PERNAMBUCO,"0","0"
"352940105000649","006","004",CAMINHO,,SEM DENOMINACAO 3,"0","0"
"352940105000650",,,,,,,
"352940105000650",,,,,,,
"352940105000650","002","005",RUA,,ROSARIO SANSALONI,"5","5"
"352940105000650","002","006",RUA,,JOAQUIM FERNANDES,"28","28"
"352940105000650","002","007",RUA,,THEREZA PANTANO BOSCARIOL,"7","8"
"352940105000650","002","008",RUA,,MARIA FRANCISCA MONTOVANELLI ALVES,"0","0"
"352940105000650","002","009",RUA,,MARIA FRANCISCA MONTOVANELLI ALVES,"0","0"
"352940105000650","002","010",RUA,,THEREZA PANTANO BOSCARIOL,"28","31"
"352940105000650","002","011",RUA,,ADELIA GONCALVES VIANA,"0","0"
"352940105000650","002","012",RUA,,ADELIA GONCALVES VIANA,"0","0"
"352940105000650","002","013",RUA,,THEREZA PANTANO BOSCARIOL,"31","33"
"352940105000650","002","014",RUA,,ALTIVO OVANDO,"1","1"
"352940105000650","002","015",RUA,,ALTIVO OVANDO,"0","0"
"352940105000650","002","016",RUA,,THEREZA PANTANO BOSCARIOL,"28","29"
"352940105000650","002","017",AVENIDA,,ALFREDO SEBASTIAO,"1","1"
"352940105000650","002","018",RUA,,SEM DENOMINACAO IV,"0","0"
"352940105000650","002","019",RUA,,IRIS MARCOS IRINEU DOS SANTOS,"0","0"
"352940105000650","003","001",VIELA,,MARIA JUDITH DE ARAUJO CARVALHO,"3","3"
"352940105000650","003","002",RUA,,ROSARIO SANSALONI,"31","31"
"352940105000650","003","003",RUA,,IRIS MARCOS IRINEU DOS SANTOS,"0","0"
"352940105000650","003","004",VIELA,,PAULO BALBINO DA SILVA,"1","1"
"352940105000650","003","005",VIELA,,PAULO BALBINO DA SILVA,"16","16"
"352940105000650","003","006",RUA,,IRIS MARCOS IRINEU DOS SANTOS,"33","35"
"352940105000650","003","007",CAMINHO,,SEM DENOMINACAO 5,"0","0"
"352940105000650","003","008",RUA,,CAMPO DA PORTUGUESINHA,"0","0"
"352940105000650","003","009",RUA,,JOSE SCUDEIRO,"0","0"
"352940105000650","003","010",RUA,,ROSARIO SANSALONI,"25","27"
"352940105000650","003","011",VIELA,,MARIA JUDITH DE ARAUJO CARVALHO,"0","0"
"352940105000651",,,,,,,
"352940105000651","001","007",RUA,,PRISCILA DE ALMEIDA,"0","0"
"352940105000651","001","008",RUA,,JOSE PEDRO DE ASSIS,"0","0"
"352940105000651","001","009",RUA,,MARIA REGINA M DE BUENO,"0","0"
"352940105000651","001","010",RUA,,CARLOS ALBERTO,"0","0"
"352940105000651","001","011",RUA,,CAMPO DO PAJUSSARA,"0","0"
"352940105000651","002","001",RUA,,MARIA REGINA M DE BUENO,"0","0"
"352940105000651","002","002",RUA,,CARLOS ALBERTO,"0","0"
"352940105000651","002","003",RUA,,CARLOS ALBERTO,"0","0"
"352940105000651","002","004",RUA,,MARIA REGINA M DE BUENO,"0","0"
"352940105000651","002","005",RUA,,MARIA REGINA M DE BUENO,"0","0"
"352940105000651","002","006",RUA,,PRISCILA DE ALMEIDA,"0","0"
"352940105000651","002","007",RUA,,ANDRE TAVARES,"0","0"
"352940105000651","003","001",RUA,,ANDRE TAVARES,"0","0"
"352940105000651","003","002",RUA,,DA TORRE,"0","0"
"352940105000651","003","003",RUA,,DA TORRE,"0","0"
"352940105000651","004","001",RUA,,SEM DENOMINACAO 1,"0","0"
"352940105000651","004","002",RUA,,BEIJAMIN,"0","0"
"352940105000651","004","003",RUA,,IRIS MARCOS IRINEU DOS SANTOS,"0","0"
"352940105000651","004","004",RUA,,DA TORRE,"0","0"
"352940105000651","004","005",RUA,,ANDRE TAVARES,"0","0"
"352940105000651","004","006",RUA,,PRISCILA DE ALMEIDA,"0","0"
"352940105000651","004","007",RUA,,PRISCILA DE ALMEIDA,"0","0"
"352940105000651","005","001",RUA,,MARIA REGINA M DE BUENO,"0","0"
"352940105000651","005","002",RUA,,MARIA REGINA M DE BUENO,"0","0"
"352940105000651","005","003",RUA,,JOSE PEDRO DE ASSIS,"0","0"
"352940105000651","005","004",RUA,,PRISCILA DE ALMEIDA,"0","0"
"352940105000651","006","001",AVENIDA,,ALFREDO SEBASTIAO DA SILVA,"0","0"
"352940105000651","006","002",RUA,,PERNAMBUCO,"0","0"
"352940105000651","006","003",RUA,,PERNAMBUCO,"0","0"
"352940105000651","006","004",RUA,,DO FACAO,"0","0"
"352940105000651","006","006",RUA,,CAMPO DO PAJUSSARA,"0","0"
"352940105000651","007","001",RUA,,CAMPO DO PAJUSSARA,"0","0"
"352940105000651","007","002",RUA,,CARLOS ALBERTO,"0","0"
"352940105000651","007","003",RUA,,MARIA REGINA M DE BUENO,"0","0"
"352940105000651","007","004",AVENIDA,,ALFREDO SEBASTIAO DA SILVA,"0","0"
"352940105000652","001","001",RUA,,PERNAMBUCO,"0","0"
"352940105000652","001","002",RUA,,EVEREST,"0","0"
"352940105000652","001","003",RUA,,SEM DENOMINACAO 13,"0","0"
"352940105000652","001","004",RUA,,DO BOSQUE,"0","0"
"352940105000652","002","008",RUA,,EVEREST,"0","0"
"352940105000652","002","009",RUA,,ANTONIO GOMES DE ALMEIDA,"0","0"
"352940105000652","002","010",CAMINHO,,SEM DENOMINACAO 8,"0","0"
"352940105000652","002","011",RUA,,DO BOSQUE,"0","0"
"352940105000652","002","012",RUA,,DO BOSQUE,"0","0"
"352940105000652","002","013",RUA,,SEM DENOMINACAO 13,"0","0"
"352940105000652","003","005",RUA,,MARIA EMILIA LEONEL,"0","0"
"352940105000652","003","006",RUA,,EFRAIM,"0","0"
"352940105000652","003","007",RUA,,EFRAIM,"0","0"
"352940105000652","003","008",RUA,,ELSHADAY,"0","0"
"352940105000652","003","009",RUA,,BENJAMIN,"0","0"
"352940105000652","003","010",RUA,,EVEREST,"0","0"
"352940105000652","003","011",RUA,,BOM SAMARITANO,"0","0"
"352940105000652","004","001",RUA,,AMAZONIA,"0","0"
"352940105000652","004","002",RUA,,CAMPO DA PORTUGUESINHA,"0","0"
"352940105000652","004","003",RUA,,BAGNARA,"0","0"
"352940105000652","004","004",RUA,,MARIA EMILIA LEONEL,"0","0"
"352940105000652","005","002",RUA,,MANASSES,"0","0"
"352940105000652","005","003",RUA,,EFRAIM,"0","0"
"352940105000652","005","004",RUA,,EFRAIM,"0","0"
"352940105000652","005","005",RUA,,EFRAIM,"0","0"
"352940105000652","005","006",RUA,,MARIA EMILIA LEONEL,"0","0"
"352940105000652","005","007",RUA,,BAGNARA,"0","0"
"352940105000652","006","001",RUA,,BAGNARA,"0","0"
"352940105000652","006","002",RUA,,ELSHADAY,"0","0"
"352940105000652","006","003",RUA,,EFRAIM,"0","0"
"352940105000652","006","004",RUA,,MANASSES,"0","0"
"352940105000652","007","001",RUA,,BENJAMIN,"0","0"
"352940105000652","007","002",RUA,,ELSHADAY,"0","0"
"352940105000652","007","003",RUA,,BAGNARA,"0","0"
"352940105000652","007","004",RUA,,ELOIN,"0","0"
"352940105000652","008","001",RUA,,ELOIN,"0","0"
"352940105000652","008","002",RUA,,CAMPO DA PORTUGUESINHA,"0","0"
"352940105000652","008","003",RUA,,JOAO GUIMARAES,"0","0"
"352940105000652","009","001",RUA,,CAMPO DA PORTUGUESINHA,"0","0"
"352940105000652","009","002",RUA,,ELOIN,"0","0"
"352940105000652","009","003",RUA,,ELOIN,"0","0"
"352940105000652","009","004",RUA,,ELOIN,"0","0"
"352940105000652","009","005",RUA,,ELOIN,"0","0"
"352940105000652","009","006",RUA,,BAGNARA,"0","0"
"352940105000652","009","007",RUA,,BAGNARA,"0","0"
"352940105000652","010","001",RUA,,BOM SAMARITANO,"0","0"
"352940105000652","010","002",RUA,,EVEREST,"0","0"
"352940105000652","010","003",RUA,,PERNAMBUCO,"0","0"
"352940105000652","010","004",RUA,,MARIA EMILIA LEONEL,"0","0"
"352940105000652","011","001",RUA,,DO BOSQUE,"0","0"
"352940105000652","011","002",RUA,,DO BOSQUE,"0","0"
"352940105000652","011","003",CAMINHO,,SEM DENOMINACAO 8,"0","0"
"352940105000652","011","004",RUA,,ANTONIO GOMES DE ALMEIDA,"0","0"
"352940105000652","011","005",TRAVESSA,,DOIS,"0","0"
"352940105000652","011","006",TRAVESSA,,DOIS,"0","0"
"352940105000652","012","001",RUA,,DO BOSQUE,"0","0"
"352940105000652","012","002",TRAVESSA,,DOIS,"0","0"
"352940105000652","012","003",TRAVESSA,,DO BOSQUE,"0","0"
"352940105000652","013","001",RUA,,ANTONIO GOMES DE ALMEIDA,"0","0"
"352940105000652","013","002",TRAVESSA,,UM,"0","0"
"352940105000652","013","003",TRAVESSA,,UM,"0","0"
"352940105000652","013","004",RUA,,DO FALCAO,"0","0"
"352940105000652","013","005",RUA,,PERNAMBUCO,"0","0"
"352940105000652","013","006",CAMINHO,,SEM DENOMINACAO 9,"0","0"
"352940105000652","013","007",CAMINHO,,SEM DENOMINACAO 9,"0","0"
"352940105000652","013","008",RUA,,PERNAMBUCO,"0","0"
"352940105000652","013","009",RUA,,DO BOSQUE,"0","0"
"352940105000652","013","010",TRAVESSA,,DO BOSQUE,"0","0"
"352940105000652","013","011",TRAVESSA,,DOIS,"0","0"
"352940105000652","013","012",TRAVESSA,,DOIS,"0","0"
"352940105000653","004","001",RUA,,FRANCISCO ALVES DE OLIVEIRA,"10","11"
"352940105000653","004","002",VIELA,,DO SACRAMENTO,"13","13"
"352940105000653","004","003",RUA,,FRANCISCO ALVES DE OLIVEIRA,"24","24"
"352940105000653","004","004",RUA,,GERALDO NUNES CORDEIRO,"9","10"
"352940105000653","004","005",RUA,,ORLANDO MARIANO,"26","29"
"352940105000653","005","001",RUA,,FRANCISCO ALVES DE OLIVEIRA,"10","11"
"352940105000653","005","002",VIELA,,DO SACRAMENTO,"0","0"
"352940105000654","001","001",RUA,,FRANCISCO ALVES DE OLIVEIRA,"15","18"
"352940105000654","001","002",VIELA,,VERBENA,"0","0"
