CD_SETOR,CD_QUADRA,CD_FACE,NM_TIP_LOG,NM_TIT_LOG,NM_LOG,TOT_RES,TOT_GERAL
"352940105000223","001","002",VIELA,,SEM NOME,"16","16"
"352940105000223","001","003",RUA,SAO,FRANCISCO DE ASSIS,"43","43"
"352940105000223","001","004",RUA,SAO,FRANCISCO DE ASSIS,"9","10"
"352940105000223","001","005",RUA,,ADILSON DIAS DE SOUZA,"15","18"
"352940105000223","002","001",RUA,SAO,FRANCISCO DE ASSIS,"34","36"
"352940105000223","002","002",VIELA,,SEM NOME,"15","15"
"352940105000223","002","003",VIELA,,WALDEMAR PEREIRA ROCHA,"0","0"
"352940105000223","002","004",RUA,,ADILSON DIAS DE SOUZA,"24","26"
"352940105000223","002","005",AVENIDA,,JESUINO NICOMEDIO DOS SANTOS,"77","80"
"352940105000223","002","006",VIELA,,GEORGINA CONCEICAO MENEZES,"2","2"
"352940105000223","002","007",RUA,,ADILSON DIAS DE SOUZA,"37","37"
"352940105000225",,,,,,,
"352940105000225",,,,,,,
"352940105000225",,,,,,,
"352940105000225","001","001",RUA,,AMARO EMYDIO DA SILVA,"4","4"
"352940105000225","001","002",AVENIDA,BRIGADEIRO,FARIA LIMA,"9","10"
"352940105000225","001","003",VIELA,,JOAO PEREIRA DA COSTA,"2","2"
"352940105000225","001","004",AVENIDA,PRESIDENTE,CASTELO BRANCO,"12","26"
"352940105000225","002","001",VIELA,,JOAO PEREIRA DA COSTA,"0","0"
"352940105000225","002","002",AVENIDA,BRIGADEIRO,FARIA LIMA,"28","32"
"352940105000225","002","003",RUA,,JORGE MAXIMO DE AZEVEDO,"0","2"
"352940105000225","002","004",AVENIDA,PRESIDENTE,CASTELO BRANCO,"14","31"
"352940105000225","003","001",AVENIDA,,HELENA BODO BENGHE,"31","32"
"352940105000225","003","002",VIELA,,SEM DENOMINACAO,"2","2"
"352940105000225","003","003",AVENIDA,,CLAUDIO SAVIETTO,"20","28"
"352940105000225","003","004",AVENIDA,BRIGADEIRO,FARIA LIMA,"6","6"
"352940105000225","004","001",AVENIDA,,HELENA BODO BENGHE,"16","19"
"352940105000225","004","002",AVENIDA,,ZAIRA MANSUR SADEK,"2","3"
"352940105000225","004","003",AVENIDA,,CLAUDIO SAVIETTO,"16","27"
"352940105000225","004","004",VIELA,,SEM DENOMINACAO,"0","0"
"352940105000225","005","001",AVENIDA,,MANSUR JOSE SADEK,"21","22"
"352940105000225","005","002",AVENIDA,,ZAIRA MANSUR SADEK,"3","4"
"352940105000225","005","003",AVENIDA,,HELENA BODO BENGHE,"21","23"
"352940105000225","005","004",VIELA,,SEM DENOMINACAO 2,"2","2"
"352940105000225","006","001",AVENIDA,,MANSUR JOSE SADEK,"17","17"
"352940105000225","006","002",VIELA,,SEM DENOMINACAO 2,"3","3"
"352940105000225","006","003",AVENIDA,,HELENA BODO BENGHE,"23","24"
"352940105000225","006","004",VIELA,,SEM DENOMINACAO 3,"2","2"
"352940105000225","007","001",AVENIDA,BRIGADEIRO,FARIA LIMA,"4","5"
"352940105000225","007","002",AVENIDA,,MANSUR JOSE SADEK,"0","0"
"352940105000225","007","003",VIELA,,SEM DENOMINACAO 3,"0","0"
"352940105000225","008","001",AVENIDA,,SATURNINO JOAO DA SILVA,"0","0"
"352940105000225","008","002",RUA,,JOAO CESARIO SIMAO,"0","0"
"352940105000225","008","003",AVENIDA,,ZAIRA MANSUR SADEK,"0","0"
"352940105000225","008","004",AVENIDA,,MANSUR JOSE SADEK,"0","0"
"352940105000227","001","001",AVENIDA,,ZAIRA MANSUR SADEK,"42","47"
"352940105000227","001","002",VIELA,,SEM NOME,"4","4"
"352940105000227","001","003",AVENIDA,,MANSUR JOSE SADEK,"32","38"
"352940105000227","002","001",AVENIDA,,ZAIRA MANSUR SADEK,"33","34"
"352940105000227","002","002",VIELA,,SEM NOME,"2","2"
"352940105000227","002","003",AVENIDA,,MANSUR JOSE SADEK,"31","36"
"352940105000227","002","004",VIELA,,SEM NOME,"1","1"
"352940105000227","003","001",AVENIDA,,ZAIRA MANSUR SADEK,"35","39"
"352940105000227","003","002",AVENIDA,,MANSUR JOSE SADEK,"32","35"
"352940105000227","003","003",VIELA,,SEM NOME,"2","2"
"352940105000227","004","001",AVENIDA,,MANSUR JOSE SADEK,"12","13"
"352940105000227","004","002",AVENIDA,,ZAIRA MANSUR SADEK,"34","37"
"352940105000227","004","003",VIELA,,SEM NOME,"0","0"
"352940105000227","004","004",RUA,,JOAO CARLOS TARGA CARVALHO JUNIOR,"17","18"
"352940105000229","001","001",AVENIDA,,ZAIRA MANSUR SADEK,"26","28"
"352940105000229","001","002",VIELA,,ESCADAO,"1","1"
"352940105000229","001","003",AVENIDA,,CLAUDIO SAVIETTO,"43","45"
"352940105000229","002","001",AVENIDA,,CLAUDIO SAVIETTO,"35","37"
"352940105000229","002","002",VIELA,,ESCADAO,"0","0"
"352940105000229","002","003",AVENIDA,,MARTINO BASSO,"20","23"
"352940105000229","003","001",VIELA,,ESCADAO,"1","1"
"352940105000229","003","002",AVENIDA,,CLAUDIO SAVIETTO,"28","30"
"352940105000229","003","003",VIELA,,ESCADAO,"0","0"
"352940105000229","003","004",AVENIDA,,MARTINO BASSO,"28","29"
"352940105000230","001","001",AVENIDA,,MARTINO BASSO,"53","56"
"352940105000230","001","002",VIELA,,ESCADAO,"0","0"
"352940105000230","001","003",RUA,,JOAQUIM NABUCO,"18","19"
"352940105000230","001","004",RUA,,MACHADO DE ASSIS,"12","13"
"352940105000230","001","005",RUA,,LIBERO BADARO,"87","91"
"352940105000230","001","006",RUA,,QUINTINO BOCAIUVA,"10","11"
"352940105000230","002","001",AVENIDA,,MARTINO BASSO,"35","36"
"352940105000230","002","002",VIELA,,ESCADAO,"0","0"
"352940105000230","002","003",AVENIDA,,CLAUDIO SAVIETTO,"40","42"
"352940105000230","002","004",RUA,,MARIO DE ANDRADE,"27","31"
"352940105000230","002","005",RUA,,MACHADO DE ASSIS,"14","14"
"352940105000230","002","006",RUA,,JOAQUIM NABUCO,"0","0"
"352940105000230","002","007",VIELA,,ESCADAO,"0","0"
"352940105000232","001","001",RUA,,MARIA HELENA MOURAO DE MIRANDA D AVIZ,"43","45"
"352940105000232","001","002",RUA,,ADELINO DE MIRANDA D AVIZ,"6","6"
"352940105000232","001","003",RUA,,OSWALDO DE ANDRADE,"39","45"
"352940105000232","002","001",RUA,,OSWALDO DE ANDRADE,"1","1"
"352940105000232","002","002",RUA,,GUTEMBERG,"54","56"
"352940105000232","002","003",RUA,,MANOEL DA NOBREGA,"22","27"
"352940105000232","002","004",RUA,,EUCLIDES DA CUNHA,"37","38"
"352940105000232","003","001",RUA,,OSWALDO DE ANDRADE,"0","0"
"352940105000232","003","002",RUA,,ALVARES DE AZEVEDO,"34","34"
"352940105000232","003","003",RUA,,GUTEMBERG,"22","25"
"352940105000232","004","001",RUA,,ADELINO DE MIRANDA D AVIZ,"29","31"
"352940105000232","004","002",RUA,,GUTEMBERG,"6","7"
"352940105000232","004","003",RUA,,ALVARES DE AZEVEDO,"10","11"
"352940105000234","001","001",RUA,,TOBIAS BARRETO,"28","29"
"352940105000234","001","002",RUA,,CECILIA MEIRELES,"36","43"
"352940105000234","001","003",RUA,,DORIVAL CAGNOTTO,"8","8"
"352940105000234","001","004",RUA,,EDUARDO ALBERTO DE MIRANDA D AVIZ,"41","43"
"352940105000234","002","001",RUA,,DORIVAL CAGNOTTO,"26","29"
"352940105000234","002","002",RUA,,CECILIA MEIRELES,"24","37"
"352940105000234","002","003",ESCADAO,,SEM DENOMINACAO,"7","9"
"352940105000234","002","004",RUA,,EDUARDO ALBERTO DE MIRANDA D AVIZ,"39","40"
"352940105000234","003","001",ESCADAO,,SEM DENOMINACAO,"0","0"
"352940105000234","003","002",AVENIDA,DONA,BENEDITA FRANCA DA VEIGA,"1","4"
"352940105000234","003","003",RUA,,ECA DE QUEIROZ,"0","0"
"352940105000234","003","004",RUA,,EDUARDO ALBERTO DE MIRANDA D AVIZ,"7","8"
"352940105000234","004","001",RUA,,ECA DE QUEIROZ,"0","0"
"352940105000234","004","002",AVENIDA,DONA,BENEDITA FRANCA DA VEIGA,"0","0"
"352940105000234","004","003",AVENIDA,BARAO,DE MAUA,"0","5"
"352940105000234","004","004",RUA,,ADELMO FINELLI,"1","2"
"352940105000234","005","001",RUA,,ECA DE QUEIROZ,"41","45"
"352940105000234","005","002",RUA,,ADELMO FINELLI,"2","4"
"352940105000234","005","003",AVENIDA,BARAO,DE MAUA,"2","16"
"352940105000235","001","001",RUA,,JOSE PEDRO CORREA,"42","43"
"352940105000235","001","002",VIELA,,SEM DENOMINACAO 1,"0","0"
"352940105000235","001","003",RUA,DOUTOR,JOAO CARLOS DE AZEVEDO,"49","55"
"352940105000235","001","004",RUA,,RUA CARLOTA LUIZ CECOM,"22","23"
"352940105000235","002","001",RUA,,JOSE PEDRO CORREA,"2","2"
"352940105000235","002","002",RUA,,LEONIDES MARQUES DE ALENCAR,"5","5"
"352940105000235","002","003",RUA,,MARTINS PROASK,"4","6"
"352940105000235","002","004",RUA,DOUTOR,JOAO CARLOS DE AZEVEDO,"100","116"
"352940105000235","002","005",VIELA,,SEM DENOMINACAO 1,"0","0"
"352940105000235","003","002",RUA,,PEDRO GARCIA FERNANDES,"0","0"
"352940105000235","003","003",RUA,,MARTINS PROASK,"0","0"
"352940105000235","003","004",RUA,,LEONIDES MARQUES DE ALENCAR,"0","0"
"352940105000235","003","005",VIELA,,MARTINS DA SILVA,"0","0"
"352940105000235","003","006",RUA,,VICENTE PAGANO,"0","0"
"352940105000236","001","001",RUA,,EDMAR MATOZINHO,"38","38"
"352940105000236","001","002",RUA,,IONE TERTOLANI DELL ANTONIA,"22","22"
"352940105000236","001","003",VIELA,,SEM DENOMINCAO 1,"1","1"
"352940105000236","001","004",RUA,,FELICIO CANALI,"2","2"
"352940105000236","001","005",RUA,,AURELIO BAGNARA,"25","25"
"352940105000236","002","001",VILA,,SEM DENOMINACAO 2,"4","4"
"352940105000236","002","002",RUA,,IONE TERTOLANI DELL ANTONIA,"36","39"
"352940105000236","003","001",RUA,,IONE TERTOLANI DELL ANTONIA,"14","15"
"352940105000236","003","002",RUA,,HUGO ANDREOLI,"12","12"
"352940105000236","003","003",RUA,,FELICIO CANALI,"19","20"
"352940105000236","003","004",VIELA,,SEM DENOMINCAO 1,"4","4"
"352940105000236","004","001",RUA,,FELICIO CANALI,"24","24"
"352940105000236","004","002",RUA,,HUGO ANDREOLI,"8","9"
"352940105000236","004","003",RUA,,ALZIRO VIDOTTO,"19","19"
"352940105000236","004","004",VIELA,,AURELIANO LOURENCIO PEREIRA,"0","0"
"352940105000236","005","001",RUA,,ALZIRO VIDOTTO,"13","15"
"352940105000236","005","002",RUA,,HUGO ANDREOLI,"10","10"
"352940105000236","005","003",AVENIDA,,VALDEMAR JESUINO DA SILVA,"17","25"
"352940105000236","005","004",VIELA,,AURELIANO LOURENCIO PEREIRA,"6","6"
"352940105000237","001","001",AVENIDA,,VALDEMAR JESUINO DA SILVA,"0","0"
"352940105000237","001","002",RUA,,DO BRITADOR,"4","11"
"352940105000237","001","003",AVENIDA,,BARAO DE MAUA,"10","20"
"352940105000237","001","004",RUA,,SILVINO JUSTIANO FIGUEIREIRO,"13","20"
"352940105000237","002","001",AVENIDA,,ALFREDO SEBASTIAO DA SILVA,"17","20"
"352940105000237","002","002",RUA,,ANIBAL MAURICIO DE ARAUJO,"0","0"
"352940105000237","002","003",AVENIDA,,BARAO DE MAUA,"9","33"
"352940105000237","002","004",RUA,,BAZILIO PERUSSETTO,"11","12"
"352940105000237","002","005",RUA,,BAZILIO PERUSSETTO,"10","12"
"352940105000237","002","006",AVENIDA,,BARAO DE MAUA,"1","13"
"352940105000237","002","007",RUA,,DO BRITADOR,"0","0"
"352940105000237","003","001",AVENIDA,,BARAO DE MAUA,"0","0"
"352940105000237","004","001",AVENIDA,,BARAO DE MAUA,"0","16"
"352940105000237","004","002",RUA,,PETROPOLIS,"29","30"
"352940105000237","004","003",RUA,,AVELINO ANTONIO CARDOSO,"14","16"
"352940105000237","004","004",RUA,,LUIZ CARLOS DA SILVA,"12","13"
"352940105000237","005","001",AVENIDA,,BARAO DE MAUA,"13","21"
"352940105000237","005","002",RUA,,LUIZ CARLOS DA SILVA,"12","12"
"352940105000237","005","003",RUA,,AVELINO ANTONIO CARDOSO,"10","11"
"352940105000238","001","014",RUA,,ANGELO ALESINA,"36","43"
"352940105000238","001","015",RUA,SAO,JOAO,"9","12"
"352940105000238","001","016",RUA,,EPONINA DE SOUZA SENA,"17","17"
"352940105000238","001","017",RUA,,EPONINA DE SOUZA SENA,"10","11"
"352940105000238","001","018",RUA,SAO,JOAO,"17","21"
"352940105000238","001","019",VIELA,,SEM NOME,"5","5"
"352940105000238","001","022",RUA,,DONA MARIA ANALIA DO NASCIMENTO,"17","18"
"352940105000238","001","023",RUA,,QUINZE DE NOVEMBRO,"3","6"
"352940105000238","001","024",RUA,,ALMERINDA ANA PROCOPIO,"21","21"
"352940105000238","001","025",RUA,,ALMERINDA ANA PROCOPIO,"16","16"
"352940105000238","001","026",RUA,,QUINZE DE NOVEMBRO,"27","28"
"352940105000238","002","007",RUA,SAO,JOAO,"17","20"
"352940105000238","002","008",RUA,,LIUCISA BRAZIENE,"35","41"
"352940105000238","002","009",RUA,,QUINZE DE NOVEMBRO,"21","21"
"352940105000238","002","010",RUA,,DONA MARIA ANALIA DO NASCIMENTO,"38","39"
"352940105000238","002","011",VIELA,,SEM NOME,"0","0"
"352940105000240","001","001",RUA,SAO,JOAO,"9","14"
"352940105000240","001","002",VIELA,,SEM NOME,"0","0"
"352940105000240","001","003",RUA,,EDUARDO BATISTA PIO,"12","14"
"352940105000240","002","001",RUA,SAO,JOAO,"33","34"
"352940105000240","002","002",RUA,,QUINZE DE NOVEMBRO,"1","3"
"352940105000240","002","003",RUA,,GUILHERME FAVERO,"9","9"
"352940105000240","002","004",RUA,,GUILHERME FAVERO,"9","9"
"352940105000240","002","005",RUA,,QUINZE DE NOVEMBRO,"15","17"
"352940105000240","002","006",RUA,,EDUARDO BATISTA PIO,"36","37"
"352940105000240","002","007",VIELA,,SEM NOME,"0","0"
"352940105000240","003","001",RUA,,ALCIDES GARDIANO,"12","12"
"352940105000240","003","002",RUA,,MARIA NICOLINI SUFREDINI,"23","23"
"352940105000240","003","003",RUA,SAO,JOAO,"17","21"
"352940105000240","004","001",RUA,,ALCIDES GARDIANO,"11","11"
"352940105000240","004","002",RUA,,IPE,"53","62"
"352940105000240","004","003",RUA,,DONA MARIA P VERDOLIVA,"11","11"
"352940105000240","004","004",RUA,SAO,JOAO,"21","28"
"352940105000240","004","005",RUA,,MARIA NICOLINI SUFREDINI,"30","30"
"352940105000241",,,,,,,
"352940105000241","001","001",RUA,,FLORIDA,"33","36"
"352940105000241","001","002",RUA,,CALIFORNIA,"46","47"
"352940105000241","001","003",RUA,,GEORGIA,"8","10"
"352940105000241","002","001",RUA,,MEXICO,"8","9"
"352940105000241","002","002",RUA,,OHIO,"68","86"
"352940105000241","003","001",RUA,,CALIFORNIA,"26","31"
"352940105000241","003","002",VIELA,,SEM DENOMINACAO,"0","0"
"352940105000241","003","003",RUA,,OHIO,"37","40"
"352940105000241","003","004",VIELA,,MONTANA,"3","3"
"352940105000241","004","003",VIELA,,SEM DENOMINACAO,"0","0"
"352940105000241","004","004",RUA,,CALIFORNIA,"60","64"
"352940105000241","004","005",RUA,,FLORIDA,"4","4"
"352940105000242",,,,,,,
"352940105000242",,,,,,,
"352940105000242","001","001",VIELA,,GUADALUPE,"0","0"
"352940105000242","001","002",RUA,,MEXICO,"34","37"
"352940105000242","001","003",RUA,,GUATEMALA,"0","0"
"352940105000242","001","004",RUA,SAO,DOMINGOS,"30","31"
"352940105000242","002","001",RUA,SAO,DOMINGOS,"16","17"
"352940105000242","002","002",RUA,,GUATEMALA,"21","25"
"352940105000242","002","003",VIELA,,VIELA SEM DENOMINACAO,"0","0"
"352940105000242","002","004",RUA,,SAN JUAN,"14","14"
"352940105000242","003","001",RUA,,ITAMAR JOSE DA SILVA,"0","0"
"352940105000242","003","002",RUA,SAO,DOMINGOS,"38","42"
"352940105000242","003","003",RUA,,SAN JUAN,"5","5"
"352940105000242","003","004",RUA,,HAVANA,"42","53"
"352940105000247",,,,,,,
"352940105000247",,,,,,,
"352940105000247","001","001",RUA,DOUTOR,RUBENS FILGUEIRAS,"5","6"
"352940105000247","001","002",RUA,,NOEMIA PEDROSO BUENO,"27","28"
"352940105000247","001","003",VIELA,,SEM DENOMINACAO,"0","0"
"352940105000247","001","004",RUA,,JOSE VAIROLETTI,"15","16"
"352940105000247","002","001",RUA,DOUTOR,RUBENS FILGUEIRAS,"5","6"
"352940105000247","002","002",RUA,,HAYDEE PEDROSO POVOA,"29","30"
"352940105000247","002","003",VIELA,,SEM DENOMINACAO,"0","0"
"352940105000247","002","004",RUA,,NOEMIA PEDROSO BUENO,"24","26"
"352940105000247","003","001",RUA,DOUTOR,RUBENS FILGUEIRAS,"3","3"
"352940105000247","003","002",RUA,,CICERO DE CAMPOS POVOA,"18","18"
"352940105000247","003","003",VIELA,,SEM DENOMINACAO,"0","0"
"352940105000247","003","004",RUA,,HAYDEE PEDROSO POVOA,"11","12"
"352940105000247","006","001",VIELA,,SEM DENOMINACAO,"0","0"
"352940105000247","006","002",RUA,,CICERO DE CAMPOS POVOA,"10","10"
"352940105000247","006","005",RUA,,HAYDEE PEDROSO POVOA,"7","7"
"352940105000247","007","001",VIELA,,SEM DENOMINACAO,"0","0"
"352940105000247","007","002",RUA,,HAYDEE PEDROSO POVOA,"14","14"
"352940105000247","007","004",RUA,,NOEMIA PEDROSO BUENO,"21","21"
"352940105000247","008","001",VIELA,,SEM DENOMINACAO,"0","0"
"352940105000247","008","002",RUA,,NOEMIA PEDROSO BUENO,"23","23"
"352940105000247","008","004",RUA,,JOSE VAIROLETTI,"22","22"
"352940105000247","009","001",RUA,,CICERO DE CAMPOS POVOA,"31","31"
"352940105000249","001","001",RUA,,CESAR DAGOSTINI,"4","5"
"352940105000249","001","002",RUA,,PAULO EUGENIO PEREIRA,"21","23"
"352940105000249","001","003",VIELA,,SEM NOME,"0","0"
"352940105000249","001","004",RUA,,FRANCISCO JARDIM,"20","22"
"352940105000249","002","001",RUA,,CESAR DAGOSTINI,"5","6"
"352940105000249","002","002",RUA,,PEDRO EUGENIO PEREIRA,"23","26"
"352940105000249","002","003",VIELA,,SEM NOME,"0","0"
"352940105000249","002","004",RUA,,PAULO EUGENIO PEREIRA,"23","24"
"352940105000249","003","001",VIELA,,SEM NOME,"0","0"
"352940105000249","003","002",RUA,,PEDRO EUGENIO PEREIRA,"15","18"
"352940105000249","003","003",RUA,,MARIO MANTOVANI,"7","8"
"352940105000249","003","004",RUA,,PAULO EUGENIO PEREIRA,"27","27"
"352940105000249","004","001",VIELA,,SEM NOME,"0","0"
"352940105000249","004","002",RUA,,PAULO EUGENIO PEREIRA,"34","35"
"352940105000249","004","003",RUA,,MARIO MANTOVANI,"6","6"
"352940105000249","004","004",RUA,,FRANCISCO JARDIM,"29","29"
"352940105000249","005","001",AVENIDA,,DO MANACA,"0","0"
"352940105000249","005","002",RUA,,MARIO MANTOVANI,"23","23"
"352940105000249","005","003",RUA,,PEDRO EUGENIO PEREIRA,"1","3"
"352940105000249","005","004",RUA,,AMELIA TEGA CANALI,"13","13"
"352940105000249","006","001",AVENIDA,,DO MANACA,"0","0"
"352940105000249","006","002",RUA,,AMELIA TEGA CANALI,"11","11"
"352940105000249","006","003",RUA,,PEDRO EUGENIO PEREIRA,"0","1"
"352940105000249","006","004",RUA,,MARIO ALVES,"12","12"
"352940105000250","001","001",RUA,,ALFREDO DE SOUZA,"46","46"
"352940105000250","001","002",RUA,,GERSON GIOTTO,"6","8"
"352940105000250","001","003",RUA,,CESAR DAGOSTINI,"22","23"
"352940105000250","001","004",RUA,,FRANCISCO JARDIM,"6","6"
"352940105000250","001","005",RUA,,JOSE CANDIDO DE BARROS,"4","4"
"352940105000250","001","006",RUA,,JOSE CANDIDO DE BARROS,"2","2"
"352940105000250","001","008",VIELA,,MARIA DE LOURDES FREIRE,"0","0"
"352940105000250","002","001",RUA,,ALFREDO DE SOUZA,"28","29"
"352940105000250","002","002",VIELA,,MARIA DE LOURDES FREIRE,"2","2"
"352940105000250","002","003",RUA,,FRANCISCO JARDIM,"27","27"
"352940105000250","003","001",AVENIDA,,DO MANACA,"11","11"
"352940105000250","003","002",RUA,,FRANCISCO JARDIM,"130","133"
"352940105000252",,,,,,,
"352940105000252",,,,,,,
"352940105000252",,,,,,,
"352940105000252","001","001",AVENIDA,PRESIDENTE,CASTELO BRANCO,"14","20"
"352940105000252","001","002",AVENIDA,,JOAO ARAGAO,"6","8"
"352940105000252","001","003",AVENIDA,,HUGO SCACHETTI,"2","2"
"352940105000252","002","001",AVENIDA,,RAIMUNDO EDUARDO DA SILVA,"38","40"
"352940105000252","002","002",VIELA,,GENTIL,"2","2"
"352940105000252","002","003",AVENIDA,PRESIDENTE,CASTELO BRANCO,"15","30"
"352940105000252","003","001",AVENIDA,,RAIMUNDO EDUARDO DA SILVA,"33","34"
"352940105000252","003","002",VIELA,,SEM DENOMINACAO,"1","1"
"352940105000252","003","003",AVENIDA,PRESIDENTE,CASTELO BRANCO,"23","42"
"352940105000252","003","004",VIELA,,GENTIL,"2","2"
"352940105000252","004","001",AVENIDA,,RAIMUNDO EDUARDO DA SILVA,"29","29"
"352940105000252","004","002",AVENIDA,PRESIDENTE,CASTELO BRANCO,"14","31"
"352940105000252","004","003",VIELA,,SEM DENOMINACAO,"6","6"
"352940105000253","001","001",AVENIDA,,MEITOKU SHIMABUCO,"4","5"
"352940105000253","001","002",AVENIDA,BRIGADEIRO,FARIA LIMA,"25","29"
"352940105000253","001","003",VIELA,,ESCADARIA,"0","0"
"352940105000253","001","004",AVENIDA,,RAIMUNDO EDUARDO DA SILVA,"21","24"
"352940105000253","002","001",AVENIDA,,MEITOKU SHIMABUCO,"4","6"
"352940105000253","002","002",RUA,,CARLOS MOTA CORDEIRO,"26","31"
"352940105000253","002","003",VIELA,,ESCADARIA,"0","0"
"352940105000253","002","004",AVENIDA,BRIGADEIRO,FARIA LIMA,"25","28"
"352940105000253","003","001",RUA,,CARLOS MOTA CORDEIRO,"24","25"
"352940105000253","003","002",AVENIDA,BRIGADEIRO,FARIA LIMA,"9","11"
"352940105000253","003","003",VIELA,,ESCADARIA,"0","0"
"352940105000253","004","001",AVENIDA,BRIGADEIRO,FARIA LIMA,"33","36"
"352940105000253","004","002",VIELA,,ARLINDO MENDES DA SILVA,"4","4"
"352940105000253","004","003",AVENIDA,,RAIMUNDO EDUARDO DA SILVA,"36","39"
"352940105000253","004","004",VIELA,,ESCADARIA,"0","0"
"352940105000253","005","001",AVENIDA,BRIGADEIRO,FARIA LIMA,"29","30"
"352940105000253","005","002",RUA,,AMARO EMYDIO DA SILVA,"7","8"
"352940105000253","005","003",AVENIDA,PRESIDENTE,CASTELO BRANCO,"6","9"
"352940105000253","005","004",AVENIDA,,RAIMUNDO EDUARDO DA SILVA,"13","19"
"352940105000253","005","005",VIELA,,ARLINDO MENDES DA SILVA,"0","0"
"352940105000254","001","001",AVENIDA,,EUGENIO NEGRI,"0","0"
"352940105000254","001","002",RUA,,EGNES RIMAZZA GIANONI,"15","15"
"352940105000254","001","003",RUA,DONA,ITALIA BAGNARA LOURENCAO,"13","13"
"352940105000254","001","004",VIELA,,NAPOLES,"8","8"
"352940105000254","001","005",RUA,,JOSE GONCALVES SANCHES,"6","6"
"352940105000254","001","006",RUA,,EDUARDO MACHADO,"29","32"
"352940105000254","002","001",RUA,,EGNES RIMAZZA GIANONI,"46","46"
"352940105000254","002","002",RUA,,JUVENAL LAURINDO ALVES,"5","5"
"352940105000254","002","003",RUA,DONA,ITALIA BAGNARA LOURENCAO,"43","45"
"352940105000254","003","001",RUA,DONA,ITALIA BAGNARA LOURENCAO,"50","51"
"352940105000254","003","002",RUA,,JUVENAL LAURINDO ALVES,"4","4"
"352940105000254","003","003",RUA,,JOSE GONCALVES SANCHES,"43","44"
"352940105000254","003","004",VIELA,,NAPOLES,"2","2"
"352940105000255","001","001",AVENIDA,,MEITOKU SHINABUCO,"30","31"
"352940105000255","001","002",RUA,,CARLOS ALBERTO DE CAMPOS,"21","21"
"352940105000255","001","003",RUA,,CARLOS ALBERTO DE CAMPOS,"8","9"
"352940105000255","001","004",RUA,,JUVENAL LAURINDO ALVES,"11","11"
"352940105000255","001","005",VIELA,,SEM DENOMINACAO,"0","0"
"352940105000255","001","006",RUA,,LUIZ SCARPINI,"8","9"
"352940105000255","001","007",AVENIDA,,SATURNINO JOAO DA SILVA,"8","9"
"352940105000255","001","008",RUA,,ARISTIDES LOPES,"75","78"
"352940105000255","001","009",RUA,,CARLOS MOTA CORDEIRO,"15","16"
"352940105000257","001","001",RUA,,JOAO CARLOS TARGA CARVALHO JR,"20","20"
"352940105000257","001","002",RUA,,APARECIDO COTRIN FAGUNDES PEREIRA,"51","59"
"352940105000257","001","003",RUA,,MARIO QUINTANA,"51","55"
"352940105000258","001","001",RUA,,GRANDE OTELO,"15","15"
"352940105000258","001","002",RUA,,MARIO QUINTANA,"65","65"
"352940105000258","001","004",ESCADARIA,,SEM DENOMINACAO,"3","3"
"352940105000258","001","005",RUA,,JEANETE ALETTO RITO,"26","27"
"352940105000258","001","006",RUA,PROFESSOR,BRUNO KATSUMASA GONDO,"138","142"
"352940105000261","001","001",RUA,,IONE TERTOLANI DELL ANTONIA,"9","15"
"352940105000261","001","002",RUA,DOUTOR,JOAO CARLOS DE AZEVEDO,"67","76"
"352940105000261","001","005",RUA,,AMERICO GABIONETA,"49","51"
"352940105000261","001","006",RUA,,EDMAR MATOZINHO,"86","92"
"352940105000261","003","001",RUA,,EDMAR MATOZINHO,"20","22"
"352940105000261","003","002",RUA,,AUGUSTO ANGELO CUSTODIO,"24","25"
"352940105000263","001","001",RUA,,ADALBERTO COPPINI,"24","24"
"352940105000263","001","002",RUA,,KANA KANASHIRO,"9","9"
"352940105000263","001","003",RUA,,ALCEU ALVES DA SILVA,"11","13"
"352940105000263","001","004",AVENIDA,,WALDEMAR JESUINO DA SILVA,"21","27"
"352940105000263","001","005",RUA,,HUGO ANDREOLI,"21","22"
"352940105000263","002","003",AVENIDA,,WALDEMAR JESUINO DA SILVA,"47","54"
"352940105000263","002","004",RUA,,ALCEU ALVES DA SILVA,"35","36"
"352940105000263","002","005",RUA,,ALCEU ALVES DA SILVA,"0","0"
"352940105000263","002","006",RUA,,AMERICO GABIONETTA,"84","86"
"352940105000263","002","007",VIELA,,EDITE GALINDO DOS SANTOS,"0","0"
"352940105000263","002","008",RUA,DOUTOR,JOAO CARLOS DE AZEVEDO,"0","0"
"352940105000263","003","001",RUA,DOUTOR,JOAO CARLOS DE AZEVEDO,"50","59"
"352940105000263","003","002",VIELA,,EDITE GALINDO DOS SANTOS,"0","0"
"352940105000263","003","003",RUA,,AMERICO GABIONETTA,"0","0"
"352940105000264","001","001",RUA,,IPE,"225","225"
"352940105000264","001","002",RUA,SAO,JOAO,"0","1"
"352940105000264","001","003",AVENIDA,BARAO,DE MAUA,"2","10"
"352940105000265","001","001",RUA,,EUGENIO CECON,"1","1"
"352940105000265","001","002",RUA,,LOURDES LOPES MENDES,"23","24"
"352940105000265","001","003",RUA,SAO,JOAO,"33","44"
"352940105000265","002","001",RUA,,EUGENIO CECON,"21","22"
"352940105000265","002","002",RUA,,MARIA NICOLINI SUFREDINI,"38","38"
"352940105000265","002","003",RUA,,ALCIDES GARDIANO,"7","8"
